pdb_id,resolution,year,pKd,binding_raw
4x3r,1.86,2015,11.065501548756432,Ki=8.6pM
3k8o,2.4,2010,11.065501548756432,Kd=8.6pM
1eix,2.5,2000,11.05551732784983,Ki=8.8pM
1lor,1.6,2002,11.05551732784983,Ki=8.8pM
1x1z,1.45,2005,11.05551732784983,Ki=8.8pM
4i8z,1.75,2013,11.050609993355087,Ki=8.9pM
1dqx,2.4,2000,11.045757490560675,Ki=9pM
5dgw,1.62,2015,11.045757490560675,Ki=0.009nM
5bs4,1.29,2015,11.00436480540245,Kd=0.0099nM
4ase,1.83,2012,11.0,Ki=0.01nM
6oxp,1.97,2019,11.0,Ki=0.010nM
5bve,2.0,2015,11.0,IC50=0.010nM
4kb9,1.29,2013,11.0,Ki=0.01nM
3lzs,1.95,2010,10.962573502059376,Kd=0.0109nM
5nn0,2.1,2018,10.958607314841775,Kd=11pM
1m7y,1.6,2002,10.958607314841775,Kd=0.011nM
5drq,1.63,2016,10.920818753952375,Ki=12pM
6cdl,1.25,2018,10.920818753952375,Ki=0.012nM
3utu,1.55,2012,10.920818753952375,Ki=0.012nM
4i8w,1.96,2013,10.896196279044043,Ki=12.7pM
6dh2,1.98,2018,10.892790030352131,Ki=12.8pM
2pk6,1.45,2007,10.886056647693163,Kd=13pM
3i7e,1.7,2009,10.853871964321762,Ki=14pM
2qi5,1.85,2008,10.853871964321762,Ki=0.014nM
5ult,1.53,2017,10.853871964321762,Ki=0.014nM
6h5x,1.8,2018,10.823908740944319,Ki=0.015nM
3o99,1.95,2011,10.823908740944319,Ki=15pM
4amy,2.0,2012,10.823908740944319,Ki=0.015nM
5wlo,1.27,2017,10.823908740944319,Ki=0.015nM
6u7o,1.33,2019,10.809668301829708,Ki=15.5pM
1c4v,2.1,2000,10.795880017344075,Ki=0.016nM
4hla,1.95,2013,10.795880017344075,Ki=16pM
5c1m,2.1,2015,10.795880017344075,Ki=16pM
6h5w,1.37,2018,10.795880017344075,Ki=0.016nM
3gi4,1.85,2010,10.795880017344075,Ki=16pM
4omc,2.3,2014,10.777283528852417,Ki=16.7pM
4gid,2.0,2012,10.769551078621726,Ki=0.017nM
6o0k,1.62,2019,10.744727494896694,Ki=0.018nM
4yho,1.82,2016,10.744727494896694,Kd=18pM
5tys,2.01,2017,10.721246399047171,IC50=0.019nM
2o4p,1.8,2006,10.721246399047171,Kd=19pM
3o9d,1.85,2011,10.721246399047171,Ki=19pM
6dif,1.2,2018,10.721246399047171,Ki=0.019nM
5alb,2.16,2015,10.707743928643524,Kd=19.6pM
3o9a,1.9,2011,10.698970004336019,Ki=20pM
2wva,2.2,2010,10.698970004336019,Kd=20pM
5wb6,2.35,2017,10.698970004336019,Ki=0.02nM
4an0,2.2,2012,10.698970004336019,Ki=0.02nM
4agc,2.0,2012,10.698970004336019,Ki=0.020nM
2xeg,1.59,2010,10.698970004336019,Ki=0.020nM
3myg,2.4,2010,10.698970004336019,Kd=0.02nM
6oxv,1.99,2019,10.698970004336019,Ki=0.020nM
5nee,1.7,2017,10.698970004336019,Ki=0.02nM
2pk5,1.9,2007,10.698970004336019,Kd=20pM
3cs7,2.2,2008,10.67778070526608,Ki=21pM
1xon,1.72,2004,10.67778070526608,IC50=0.021nM
6eqw,1.99,2018,10.649751981665837,Ki=22.4pM
2xei,1.69,2010,10.619788758288394,Ki=0.024nM
4lch,1.6,2013,10.619788758288394,Ki=24pM
2j4a,2.2,2007,10.602059991327963,IC50=0.025nM
5uov,1.33,2017,10.602059991327963,Ki=0.025nM
2zx6,2.42,2009,10.600326278518962,Ki=25.1pM
6dh0,1.9,2018,10.59176003468815,Ki=25.6pM
3ekt,1.97,2009,10.585026652029182,Kd=26pM
3djk,1.0,2008,10.585026652029182,Ki=26pM
3lzv,2.15,2010,10.585026652029182,Kd=0.026nM
5dro,2.01,2016,10.585026652029182,Ki=26pM
6dyv,1.62,2019,10.585026652029182,Kd=0.026nM
6dh1,1.97,2018,10.58335949266172,Ki=26.1pM
2qi6,1.85,2008,10.568636235841012,Ki=0.027nM
1oxg,2.2,2004,10.568636235841012,Ki=0.027nM
4xtx,2.3,2015,10.568636235841012,Kd=0.027nM
6b4n,1.3,2017,10.554395796726402,Ki=27.9pM
6dyy,1.61,2019,10.55284196865778,Kd=0.028nM
6oxw,1.98,2019,10.55284196865778,Ki=0.028nM
1g2o,1.75,2001,10.55284196865778,Ki=28pM
4djp,1.4,2012,10.55284196865778,Ki=0.028nM
3vrv,1.9,2012,10.537602002101044,IC50=0.029nM
5myo,1.59,2017,10.53313237964589,Kd=29.3pM
4yo8,2.1,2015,10.522878745280337,Ki=0.030nM
1if7,1.98,2001,10.522878745280337,Kd=30pM
6no9,1.71,2019,10.522878745280337,Ki=0.03nM
1xn2,1.9,2005,10.522878745280337,Ki=0.03nM
2ycf,1.77,2011,10.522878745280337,IC50=0.03nM
1n46,2.2,2003,10.522878745280337,Ki=0.03nM
2fzz,2.2,2006,10.522878745280337,Ki=0.03nM
6ne5,1.85,2019,10.522878745280337,Ki=0.03nM
2f81,1.25,2006,10.522878745280337,Ki=0.03nM
6dj1,1.26,2018,10.508638306165727,Ki=0.031nM
2o4s,1.54,2006,10.508638306165727,Kd=31pM
2zx7,2.48,2009,10.492144128304169,Ki=32.2pM
5ehq,2.5,2016,10.481486060122112,Ki=33pM
1msm,2.0,2003,10.481486060122112,Kd=33pM
6eqx,1.99,2018,10.47237009912866,Ki=33.7pM
5dia,1.96,2015,10.455931955649724,Ki=0.035nM
2o4k,1.6,2006,10.455931955649724,Kd=35pM
4ffs,1.9,2012,10.443697499232712,Kd=36pM
2qi4,1.8,2008,10.443697499232712,Ki=0.036nM
6dyw,1.45,2019,10.443697499232712,Kd=0.036nM
1eb1,1.8,2002,10.431798275933005,Ki=37pM
5ohj,1.6,2017,10.422508200162774,IC50=0.0378nM
4oar,2.41,2014,10.42021640338319,IC50=38pM
6alz,2.21,2017,10.42021640338319,IC50=38pM
4wt2,1.42,2014,10.42021640338319,Kd=38pM
5d3c,1.31,2016,10.397940008672037,Kd=40pM
6oqc,1.8,2019,10.397940008672037,Ki=0.04nM
5qin,1.57,2018,10.397940008672037,IC50=0.04nM
4y8z,2.2,2015,10.397940008672037,Ki=0.04nM
1kzk,1.09,2002,10.387216143280265,Ki=41pM
1xm4,2.31,2004,10.387216143280265,IC50=0.041nM
1c4u,2.1,2000,10.366531544420413,Ki=0.043nM
5l7k,2.1,2016,10.366531544420413,Kd=0.043nM
4ynb,2.0,2015,10.366531544420413,Ki=0.043nM
4lvt,2.05,2013,10.356547323513812,Ki=44pM
4ngm,1.84,2014,10.347753658996677,Ki=0.0449nM
3i6o,1.17,2009,10.346787486224656,Ki=45pM
4q1y,1.5,2015,10.346787486224656,Ki=45pM
1nq0,2.4,2003,10.318758762624412,IC50=0.048nM
6oxr,2.04,2019,10.318758762624412,Ki=0.048nM
4djq,1.4,2012,10.318758762624412,Ki=0.048nM
5h8g,2.0,2016,10.316952961761151,Kd=48.2pM
5nea,1.3,2017,10.301029995663981,Ki=0.05nM
4e3n,1.49,2012,10.301029995663981,Ki=0.05nM
2p15,1.94,2007,10.301029995663981,Kd=50pM
3tki,1.6,2012,10.301029995663981,IC50=0.05nM
6oqb,1.6,2019,10.301029995663981,Ki=0.05nM
1c70,2.5,2000,10.301029995663981,Ki=0.05nM
6slg,1.33,2019,10.301029995663981,Kd=0.05nM
6mt0,2.2,2019,10.301029995663981,IC50=0.05nM
6udv,1.35,2019,10.292429823902063,Ki=0.051nM
6d3x,1.8,2019,10.292429823902063,Ki=0.051nM
6hlb,2.0,2019,10.269217724333611,Ki=0.0538nM
6dyu,1.6,2019,10.259637310505756,Kd=0.055nM
4an1,1.9,2012,10.259637310505756,Ki=0.055nM
1rr6,2.5,2005,10.2518119729938,Kd=56pM
1rt9,2.3,2005,10.2518119729938,Ki=56pM
6oy1,2.0,2019,10.244125144327509,Ki=0.057nM
5b25,1.9,2016,10.236572006437063,Ki=0.058nM
3t3c,2.1,2012,10.229147988357855,Ki=59pM
5l2z,1.79,2016,10.221848749616356,Ki=0.06nM
5lle,1.9,2017,10.221848749616356,Kd=0.060nM
3d7h,1.55,2008,10.221848749616356,IC50=0.06nM
1xzx,2.5,2004,10.221848749616356,Kd=0.06nM
1mzc,2.0,2003,10.221848749616356,IC50=0.06nM
2bcd,2.1,2006,10.221848749616356,IC50=0.06nM
5dyo,2.36,2016,10.214670164989233,Kd=61pM
4ww6,1.06,2015,10.207608310501746,Kd=0.062nM
2qi7,1.85,2008,10.207608310501746,Ki=0.062nM
6ud2,1.7,2019,10.207608310501746,Ki=0.062nM
6nzt,1.4,2019,10.200659450546418,Ki=0.063nM
2qi3,1.95,2008,10.200659450546418,Ki=0.063nM
4m8x,2.05,2014,10.200659450546418,Ki=0.063nM
6sde,2.49,2019,10.200659450546418,Kd=63pM
1ie9,1.4,2001,10.187086643357144,Kd=0.065nM
5etj,2.3,2016,10.18045606445813,Ki=66pM
4ggz,1.75,2013,10.18045606445813,Kd=0.066nM
4ww8,1.42,2015,10.173925197299173,Kd=0.067nM
3u8n,2.35,2011,10.173925197299173,Ki=0.067nM
5llh,1.9,2017,10.173925197299173,Kd=0.067nM
3ps1,1.85,2011,10.173925197299173,Ki=67pM
6nzv,1.55,2019,10.173925197299173,Ki=0.067nM
4f3k,1.85,2013,10.161150909262744,Ki=69.0pM
2xk9,2.35,2011,10.154901959985743,IC50=0.07nM
3tge,1.96,2011,10.154901959985743,IC50=0.07nM
2r5d,1.66,2007,10.154901959985743,Kd=0.07nM
5lpd,1.5,2017,10.154901959985743,Ki=0.07nM
5v82,1.89,2017,10.154901959985743,Ki=0.07nM
6h7z,2.0,2018,10.1249387366083,IC50=0.075nM
6chp,1.94,2018,10.1249387366083,Kd=0.075nM
1y6r,2.2,2005,10.113509274827518,Ki=77pM
3o57,2.0,2011,10.100179497572904,IC50=79.4pM
2p16,2.3,2007,10.096910013008056,Ki=0.08nM
1sr7,1.46,2004,10.096910013008056,Kd=0.08nM
5a9u,1.6,2016,10.096910013008056,Ki=0.08nM
6ggn,2.0,2018,10.096910013008056,IC50=0.08nM
2w3k,2.05,2009,10.096910013008056,IC50=0.08nM
2o4j,1.74,2007,10.096910013008056,Ki=0.08nM
5axq,1.77,2015,10.096910013008056,IC50=0.080nM
3gws,2.2,2009,10.09151498112135,Kd=0.081nM
5ah2,2.13,2015,10.080921907623926,Kd=0.083nM
1sdu,1.25,2004,10.065501548756432,Ki=86pM
3lzu,1.76,2010,10.060480747381382,Kd=0.087nM
1n4k,2.2,2002,10.045757490560675,Kd=0.09nM
6k9u,2.35,2019,10.045757490560675,IC50=0.090nM
4rfm,2.1,2015,10.045757490560675,Ki=90pM
1nm6,1.8,2003,10.045757490560675,Ki=0.09nM
6oxu,1.86,2019,10.022276394711152,Ki=0.095nM
3mxe,1.85,2010,10.013228265733755,Ki=0.097nM
4heu,2.0,2012,10.013228265733755,IC50=0.097nM
6oxx,1.96,2019,10.008773924307505,Ki=0.098nM
3h5b,1.29,2009,10.00436480540245,Ki=0.099nM
1rwq,2.2,2004,10.0,IC50=0.1nM
6e23,1.66,2019,10.0,Kd=0.1nM
3e7a,1.63,2008,10.0,IC50=0.1nM
4msg,1.8,2013,10.0,IC50=0.1nM
4odf,2.2,2014,10.0,IC50=0.1nM
4ogn,1.38,2014,10.0,IC50=0.1nM
4ogt,1.54,2014,10.0,IC50=0.1nM
4phw,2.5,2014,10.0,IC50=0.1nM
4oas,1.7,2014,10.0,IC50=0.10nM
6udi,1.94,2019,10.0,Ki=0.10nM
4ode,1.8,2014,10.0,IC50=0.1nM
1g37,2.0,2001,10.0,IC50=0.1nM
6o8i,1.42,2019,10.0,IC50=0.10nM
6i9a,1.2,2019,10.0,Ki=0.1nM
6q96,1.8,2019,10.0,IC50=0.10nM
6udt,1.5,2019,10.0,Ki=0.1nM
5hx8,2.2,2016,10.0,IC50=0.1nM
5kzi,2.1,2016,10.0,IC50=0.1nM
3kry,1.9,2010,10.0,IC50=0.1nM
1rjk,1.99,2004,10.0,Ki=0.1nM
4ivc,2.35,2013,10.0,Ki=0.1nM
4hgc,1.29,2013,10.0,Ki=0.1nM
4mt9,2.0,2013,10.0,IC50=0.1nM
4twp,2.4,2015,10.0,Ki=100pM
3vru,2.0,2012,10.0,IC50=0.10nM
2yex,1.3,2012,10.0,IC50=0.1nM
2zo3,1.7,2009,10.0,Ki=0.1nM
1g3m,1.7,2003,10.0,IC50=0.10nM
3c7p,1.7,2009,10.0,IC50=0.1nM
2w3i,1.9,2009,10.0,IC50=0.1nM
1d4h,1.81,2002,10.0,Ki=0.10nM
1ec2,2.0,2002,10.0,Ki=0.10nM
5wo4,1.84,2017,10.0,IC50=0.1nM
5g0q,1.65,2017,10.0,IC50=0.1nM
4lhv,1.95,2013,10.0,Kd=0.1nM
5agu,2.17,2015,10.0,Kd=0.1nM
6oxs,1.99,2019,9.962573502059376,Ki=0.109nM
2xmy,1.9,2010,9.958607314841775,Ki=0.11nM
1fjs,1.92,2000,9.958607314841775,Ki=0.11nM
4m8y,2.22,2014,9.958607314841775,Ki=0.11nM
6e6w,2.35,2019,9.958607314841775,IC50=110pM
6o0p,1.8,2019,9.958607314841775,Ki=0.11nM
6tel,2.19,2019,9.958607314841775,IC50=0.11nM
4hvb,2.35,2013,9.954677021213342,Ki=0.111nM
6oxt,1.86,2019,9.954677021213342,Ki=0.111nM
6dh6,1.97,2018,9.931072388317927,Ki=117.2pM
3bi1,1.5,2008,9.920818753952375,IC50=0.12nM
4qoc,1.7,2015,9.920818753952375,IC50=0.12nM
3rlb,2.0,2011,9.920818753952375,Kd=120pM
6e4c,2.35,2019,9.920818753952375,IC50=120pM
2vnp,2.19,2008,9.920818753952375,Ki=0.12nM
5nkn,2.2,2018,9.920818753952375,Kd=120pM
1zsf,1.98,2006,9.920818753952375,Ki=0.12nM
4hpy,1.5,2013,9.920818753952375,Kd=0.12nM
3ies,2.0,2010,9.920818753952375,Kd=120pM
5q0f,2.12,2017,9.886056647693163,Ki=0.13nM
6bbs,2.0,2018,9.886056647693163,Ki=0.13nM
1yt7,2.3,2005,9.886056647693163,IC50=0.13nM
1ouk,2.5,2003,9.886056647693163,IC50=0.13nM
1e66,2.1,2001,9.886056647693163,Ki=0.13nM
6hkz,2.09,2018,9.886056647693163,IC50=0.13nM
6dh7,2.0,2018,9.88173527391052,Ki=131.3pM
6oy2,1.99,2019,9.872895201635192,Ki=0.134nM
3rdo,1.4,2011,9.853871964321762,Kd=0.14nM
6d40,1.43,2019,9.853871964321762,Ki=0.14nM
5ywx,1.74,2018,9.853871964321762,Kd=0.14nM
5l2y,1.82,2016,9.853871964321762,Ki=0.14nM
6oqd,1.48,2019,9.853871964321762,Ki=0.14nM
3kdb,1.66,2010,9.853871964321762,Kd=0.14nM
5x02,2.4,2018,9.853871964321762,IC50=0.14nM
6q89,2.21,2019,9.853871964321762,Ki=0.14nM
3sud,1.96,2012,9.853871964321762,Ki=0.14nM
2ycq,2.05,2011,9.853871964321762,IC50=0.14nM
2xef,1.59,2010,9.838631997765026,Ki=0.145nM
6dh8,1.95,2018,9.835052627378158,Ki=146.2pM
4wup,1.75,2015,9.823908740944319,Kd=0.15nM
4zo5,2.5,2015,9.823908740944319,Ki=0.15nM
5jzy,1.27,2017,9.823908740944319,Ki=0.15nM
4amz,2.0,2012,9.823908740944319,Ki=0.15nM
3nu3,1.02,2010,9.823908740944319,Ki=0.15nM
1pvn,2.0,2003,9.823908740944319,Ki=0.15nM
3m36,2.15,2010,9.823908740944319,Ki=0.15nM
1zsr,2.06,2006,9.823908740944319,Ki=0.15nM
4ear,1.7,2013,9.821023052706831,Kd=151pM
4eb8,2.3,2013,9.821023052706831,Ki=151pM
4xtz,1.9,2015,9.8153085691824,Kd=0.153nM
3e7b,1.7,2008,9.795880017344075,IC50=0.16nM
1h1b,2.0,2002,9.795880017344075,Ki=0.16nM
5bvd,1.9,2015,9.795880017344075,IC50=0.16nM
6ixd,1.0,2019,9.795880017344075,Ki=0.16nM
5tku,2.12,2017,9.795880017344075,Ki=0.16nM
3nuo,1.35,2010,9.795880017344075,Ki=0.16nM
1nlj,2.4,2003,9.795880017344075,Ki=0.16nM
3lxk,2.0,2010,9.795880017344075,Kd=0.16nM
6ps3,2.5,2019,9.779891911959945,Ki=0.166nM
4x24,1.5,2015,9.779891911959945,Ki=166pM
6fs0,2.25,2018,9.769551078621726,Kd=0.00017uM
5lxb,2.34,2016,9.769551078621726,Ki=0.17nM
5a8y,1.9,2016,9.769551078621726,IC50=0.17nM
6ten,2.21,2019,9.769551078621726,IC50=0.17nM
6c7d,1.79,2018,9.769551078621726,IC50=0.17nM
3ggu,1.8,2009,9.769551078621726,Ki=170pM
2yir,2.1,2011,9.769551078621726,IC50=0.17nM
4yhm,2.16,2016,9.761953896871205,Kd=173pM
3pe2,1.9,2011,9.756961951313706,Ki=0.175nM
3e8r,1.9,2008,9.744727494896694,Ki=0.18nM
5tdi,1.4,2017,9.744727494896694,Ki=0.18nM
4u7q,1.7,2015,9.744727494896694,Ki=180pM
6h9x,2.1,2019,9.744727494896694,Ki=0.18nM
5izf,2.1,2016,9.744727494896694,Kd=0.18nM
1nh0,1.03,2004,9.744727494896694,Ki=0.18nM
3dk1,1.07,2009,9.744727494896694,Ki=0.18nM
2g00,2.1,2006,9.744727494896694,Ki=0.18nM
5vk0,1.8,2018,9.744727494896694,Kd=0.18nM
3p3g,1.65,2011,9.744727494896694,Ki=180pM
1d2s,1.55,2000,9.739928612014925,Kd=0.182nM
4wkn,2.0,2015,9.721246399047171,Ki=0.19nM
3fuc,1.45,2009,9.721246399047171,Kd=190pM
2i0g,2.5,2006,9.721246399047171,Ki=0.19nM
1z6e,1.8,2006,9.721246399047171,Ki=0.19nM
3elm,1.9,2009,9.721246399047171,Ki=0.19nM
5bvf,1.9,2015,9.721246399047171,IC50=0.19nM
4crl,2.4,2015,9.709965388637482,Kd=195pM
3w54,2.3,2013,9.698970004336019,IC50=0.2nM
2jbj,2.19,2006,9.698970004336019,Ki=0.2nM
3n5k,2.2,2011,9.698970004336019,IC50=0.2nM
1eby,2.29,2002,9.698970004336019,Ki=0.20nM
5uiu,2.02,2017,9.698970004336019,IC50=0.2nM
4e3m,1.44,2012,9.698970004336019,Ki=0.2nM
5ke0,1.68,2016,9.698970004336019,IC50=0.2nM
4fk6,2.2,2012,9.698970004336019,Ki=0.2nM
3nmq,2.2,2010,9.698970004336019,Ki=0.2nM
2vh6,1.95,2008,9.698970004336019,Ki=0.2nM
5b5p,1.6,2017,9.698970004336019,IC50=0.2nM
3sm2,1.75,2011,9.698970004336019,Ki=0.2nM
4cd0,2.23,2014,9.698970004336019,Ki=0.2nM
4q1n,2.09,2014,9.698970004336019,IC50=0.2nM
2ofv,2.0,2007,9.698970004336019,IC50=0.2nM
1vsn,2.0,2007,9.698970004336019,IC50=0.2nM
5sz4,1.6,2016,9.698970004336019,Ki=0.2nM
5sz7,1.78,2016,9.698970004336019,Ki=0.2nM
5dxt,2.25,2016,9.698970004336019,Ki=0.2nM
4bti,2.29,2013,9.698970004336019,IC50=0.2nM
3eyd,2.3,2009,9.698970004336019,Ki=0.2nM
3g6z,2.0,2009,9.698970004336019,IC50=0.2nM
5u98,2.0,2017,9.698970004336019,Kd=0.2nM
3i06,1.1,2009,9.698970004336019,IC50=0.2nM
1df8,1.51,2000,9.698970004336019,Kd=0.20nM
6oja,1.55,2019,9.698970004336019,Kd=0.2nM
6nzp,2.35,2019,9.698970004336019,IC50=0.2nM
4m1j,1.8,2013,9.698970004336019,Ki=0.20nM
4mib,2.3,2014,9.698970004336019,IC50=0.2nM
3bwf,2.35,2008,9.698970004336019,IC50=200pM
1mrw,2.0,2003,9.698970004336019,Kd=0.2nM
5agv,1.93,2015,9.698970004336019,Kd=0.2nM
6cjs,1.9,2019,9.698970004336019,Ki=0.20nM
6b3v,1.6,2018,9.692503962086787,Kd=203pM
5ml3,1.4,2017,9.692503962086787,Kd=203pM
3dp9,2.3,2009,9.681936665037238,Kd=208pM
4zip,1.11,2015,9.67778070526608,Ki=0.21nM
4ufd,1.43,2016,9.67778070526608,Ki=0.21nM
6n78,1.83,2019,9.67778070526608,Ki=0.21nM
3c45,2.05,2008,9.67778070526608,IC50=0.21nM
6n79,2.27,2019,9.67778070526608,Ki=0.21nM
5awj,2.2,2015,9.67778070526608,IC50=0.21nM
6oxz,1.96,2019,9.665546248849068,Ki=0.216nM
6b8y,1.65,2018,9.657577319177793,Ki=0.22nM
3o9l,2.4,2011,9.657577319177793,IC50=0.22nM
3pe1,1.6,2011,9.651695136951838,Ki=0.223nM
6cqz,2.22,2018,9.638272163982407,Kd=0.23nM
5dh5,2.0,2016,9.638272163982407,Ki=0.23nM
1if8,1.94,2001,9.638272163982407,Kd=230pM
1i7m,2.24,2001,9.638272163982407,IC50=0.23nM
3s53,1.5,2012,9.638272163982407,Ki=0.23nM
3s54,1.42,2012,9.638272163982407,Ki=0.23nM
4b7r,1.9,2012,9.638272163982407,Ki=0.23nM
3eky,1.8,2009,9.638272163982407,Kd=0.23nM
3el1,1.7,2009,9.638272163982407,Kd=0.23nM
6cqt,2.27,2018,9.638272163982407,Kd=0.23nM
2zx8,2.33,2009,9.635636645384269,Ki=231.4pM
4iaw,2.4,2013,9.630784142589857,Kd=0.234nM
3s56,1.88,2012,9.619788758288394,Ki=0.24nM
5eob,1.75,2016,9.619788758288394,IC50=0.24nM
6c7f,1.82,2018,9.619788758288394,IC50=0.24nM
3oad,2.17,2010,9.619788758288394,IC50=0.24nM
5tqg,1.9,2017,9.619788758288394,Ki=0.24nM
4gqp,2.0,2013,9.602059991327963,Kd=0.25nM
1o45,1.8,2004,9.602059991327963,IC50=0.25nM
1snk,2.4,2004,9.602059991327963,IC50=0.25nM
4gql,1.15,2013,9.585026652029182,Ki=0.26nM
6duk,2.2,2019,9.585026652029182,IC50=0.26nM
5cjf,1.83,2015,9.585026652029182,Ki=0.26nM
4mc6,1.31,2014,9.585026652029182,Ki=0.26nM
5tyr,1.8,2017,9.585026652029182,IC50=0.26nM
4lsj,2.35,2014,9.57186520597121,Ki=0.268nM
1o86,2.0,2003,9.568636235841012,Ki=0.27nM
1so2,2.4,2004,9.568636235841012,IC50=0.27nM
5l15,2.4,2017,9.568636235841012,IC50=0.27nM
4ax9,1.9,2012,9.568636235841012,Ki=0.27nM
2z4o,1.6,2008,9.568636235841012,Ki=0.27nM
5fbn,1.8,2016,9.568636235841012,IC50=0.27nM
1i37,2.0,2001,9.568636235841012,Ki=0.27nM
4iax,1.9,2013,9.563837352959244,Kd=0.273nM
1ws1,2.0,2005,9.55284196865778,Ki=0.28nM
4fcd,2.02,2012,9.55284196865778,IC50=0.28nM
4gr0,1.5,2013,9.55284196865778,Ki=0.28nM
4eox,1.78,2012,9.55284196865778,IC50=0.28nM
4wkp,1.58,2015,9.55284196865778,Ki=0.28nM
2jj3,2.28,2007,9.55284196865778,Ki=0.28nM
6oxy,1.96,2019,9.54821356447571,Ki=0.283nM
5jfd,1.46,2017,9.537602002101044,Ki=0.29nM
4afh,1.88,2012,9.537602002101044,Ki=0.29nM
5e2n,1.53,2016,9.537602002101044,Kd=0.29nM
2pog,1.84,2007,9.537602002101044,Ki=0.29nM
3pr0,2.2,2011,9.537602002101044,Ki=0.29nM
2yit,2.2,2011,9.537602002101044,IC50=0.29nM
3wt5,1.9,2014,9.537602002101044,IC50=0.29nM
1g52,1.8,2000,9.537602002101044,Kd=0.29nM
3ppm,1.78,2011,9.537602002101044,Ki=0.29nM
6nzq,2.11,2019,9.522878745280337,IC50=0.3nM
6n7d,1.78,2019,9.522878745280337,Kd=0.3nM
6mom,2.1,2019,9.522878745280337,Kd=0.3nM
3u0t,2.5,2012,9.522878745280337,Kd=0.3nM
4dve,2.09,2012,9.522878745280337,Kd=0.3nM
1ms6,1.9,2003,9.522878745280337,Kd=0.3nM
6mo5,1.85,2019,9.522878745280337,IC50=0.3nM
6j6m,1.25,2019,9.522878745280337,IC50=0.30nM
2bys,2.05,2005,9.522878745280337,Kd=0.3nM
4ivd,1.93,2013,9.522878745280337,Ki=0.3nM
